position COMBINED_rate(cM/Mb) Genetic_Map(cM)
21775261 0.9595493697 46.6242886064
21775875 0.7903857719 46.6248777697
21776016 0.6010610903 46.6249892141
21776530 0.5100555735 46.6252981595
21777845 0.2090524130 46.6259688826
21778340 0.1531332911 46.6260723635
21778721 0.1455120938 46.6261307073
21780165 0.1457911817 46.6263408268
21780547 0.1460768959 46.6263965190
21781101 0.1465989626 46.6264774456
21781248 0.1483209633 46.6264989956
21781805 0.1527694793 46.6265816104
21781944 0.1587630046 46.6266028454
21782202 0.1715162625 46.6266438062
21783397 0.1715162625 46.6268487682
21784981 4.7985665938 46.6271204499
21785229 4.7802193059 46.6283104944
21785598 1.5100309425 46.6300743954
21786056 1.3079049394 46.6307659895
21786403 0.6984704571 46.6312198325
21787534 0.6124369935 46.6320098026
21788120 0.3264931832 46.6323686907
21788766 0.2243341536 46.6325796053
21789719 0.2264162994 46.6327933957
21789918 0.2243054971 46.6328384526
21790105 0.2269075527 46.6328803977
21790479 0.2416193613 46.6329652611
21790936 0.2921987629 46.6330756812
21791047 0.3437189929 46.6331081153
21791363 0.3719703703 46.6332167305
21792028 0.3749272040 46.6334640908
21792582 0.3752190648 46.6336718004
21792860 0.3736496228 46.6337761113
21792962 0.3724849037 46.6338142236
21794401 0.3732672819 46.6343502294
21795456 0.4778647499 46.6347440263
21796218 0.5655375354 46.6351081593
21796565 0.7181417498 46.6353044008
21796647 0.9264506880 46.6353632884
21796720 1.2696262519 46.6354309193
21797996 1.1653501846 46.6370509624
21798019 1.0272827179 46.6370777655
21798141 0.9066681315 46.6372030940
21799624 0.9087504986 46.6385476828
21800314 0.8244458988 46.6391747207
21800576 0.7673613905 46.6393907255
21801411 0.7562638728 46.6400314722
21801963 0.7561093841 46.6404489299
21802100 0.7530702012 46.6405525169
21802681 0.7517431288 46.6409900507
21802830 0.7539543710 46.6411020604
21803427 5.3650731915 46.6415521712
21804727 5.3650731915 46.6485267663
21805604 7.2378540052 46.6532319355
21805757 8.7194050584 46.6543393272
21806235 4.2835577200 46.6585072028
21807056 0.2712944554 46.6620240037
21811580 0.2712777556 46.6632513398
21811641 0.2715637585 46.6632678877
21813671 0.2717020270 46.6638191622
21814419 0.2719013054 46.6640223953
21815346 0.2716117267 46.6642744478
21816089 0.2716201998 46.6644762553
21816517 0.2715182813 46.6645925087
21817390 0.2714557684 46.6648295442
21818550 0.2763876956 46.6651444329
21818907 0.2897755823 46.6652431033
21820422 0.4312841082 46.6656821133
21820638 0.4869020760 46.6657752707
21820767 0.5177603977 46.6658380810
21821751 0.5287507558 46.6663475573
21822055 0.4836179379 46.6665082975
21822082 0.4304416811 46.6665213552
21822092 0.3846579474 46.6665256596
21822564 0.2029286836 46.6667072182
21824695 0.1056429692 46.6671396592
21825198 0.1041142915 46.6671927976
21825214 0.1024894871 46.6671944634
21828048 0.1229081002 46.6674849186
21828206 0.1888639129 46.6675043381
21828290 0.2943852172 46.6675202027
21828852 0.4082784936 46.6676856472
21830052 0.1558868185 46.6681755814
21830683 0.1118388108 46.6682739459
21831094 0.2694329442 46.6683199117
21831189 0.4252268167 46.6683455078
21832180 0.4931616029 46.6687669076
21832390 0.5464883276 46.6688704715
21832449 0.6089962383 46.6689027144
21832524 0.6786034624 46.6689483891
21832677 0.6443465514 46.6690522154
21832748 0.5839732271 46.6690979640
21832798 0.5243916948 46.6691271627
21833217 0.5093233316 46.6693468828
21833723 0.5037382831 46.6696046004
21833865 0.7465610856 46.6696761312
21834326 1.5106064627 46.6700202959
21835228 1.2065628893 46.6713828629
21837171 0.1918620365 46.6737272146
21837313 0.1839149055 46.6737544590
21837615 0.1065317884 46.6738100013
21837953 0.1036341152 46.6738460091
21838042 0.1016593130 46.6738552325
21839021 0.1015741265 46.6739547570
21839750 0.1017154225 46.6740288045
21840659 0.1018132169 46.6741212638
21841406 0.1018132169 46.6741973183
21841463 0.1018132169 46.6742031217
21841478 0.1018132169 46.6742046489
21842670 0.1018082970 46.6743260102
21843728 0.1018001724 46.6744337234
21843822 0.1017945896 46.6744432926
21844201 0.1018104297 46.6744818727
21844852 0.1018104297 46.6745481513
21846415 0.1018041941 46.6747072810
21847877 0.1017979881 46.6748561188
21849983 0.1020140342 46.6750705053
21851809 0.1016811587 46.6752567830
21852124 0.1014683974 46.6752888125
21852158 0.1014683974 46.6752922625
21855151 1.3711137455 46.6755959574
21855685 0.0087752531 46.6763281321
21856144 0.0010944688 46.6763321599
21859524 0.0010944688 46.6763358593
21860854 0.0010944688 46.6763373149
21862207 0.0010944688 46.6763387957
21863591 0.0010944688 46.6763403105
21864858 0.0010944688 46.6763416971
21865062 0.0010944688 46.6763419204
21868701 0.0010944688 46.6763459032
21871897 0.0010944688 46.6763494011
21872102 0.0010954364 46.6763496255
21873342 0.0010954364 46.6763509838
21873433 0.0010954364 46.6763510835
21873595 0.0010954364 46.6763512610
21874727 0.0010954364 46.6763525010
21876107 0.0010954364 46.6763540127
21876421 0.0010954364 46.6763543567
21878247 0.0010954364 46.6763563569
21879104 0.0010954364 46.6763572957
21881136 0.0010954364 46.6763595217
21882102 0.0010954364 46.6763605798
21882483 0.0010954364 46.6763609972
21882856 0.0010954364 46.6763614058
21883273 0.0010954364 46.6763618626
21885124 0.0010954364 46.6763638903
21885738 0.0010954364 46.6763645629
21887132 0.0010954364 46.6763660899
21888153 0.0010954364 46.6763672083
21890069 0.0010954364 46.6763693072
21892333 0.0010954364 46.6763717873
21892376 0.0010954364 46.6763718344
21892886 0.0010954364 46.6763723930
21893119 0.0010954364 46.6763726483
21896770 0.0010954364 46.6763766477
21900532 0.0010951660 46.6763807687
21901680 0.0010951660 46.6763820260
21902769 0.0010951660 46.6763832186
21904899 0.0010951660 46.6763855513
21905686 0.0010951660 46.6763864132
21908502 0.0010951660 46.6763894972
21909365 0.0010951660 46.6763904423
21910199 0.0010951660 46.6763913557
21911296 0.0010951710 46.6763925571
21911731 0.0010948685 46.6763930335
21912355 0.0010948685 46.6763937167
21913197 0.0012538848 46.6763946386
21914008 0.7096336121 46.6763956555
21914446 1.3307020799 46.6767064750
21914707 0.0057371466 46.6770537882
21915600 0.0057371466 46.6770589115
21915973 0.0076171948 46.6770610515
21916375 0.0076171948 46.6770641136
21916431 0.0118098868 46.6770645401
21919543 0.0068682706 46.6771012925
21920020 0.0047010705 46.6771045687
21920040 0.0026052730 46.6771046627
21920993 0.0025818174 46.6771071455
21922477 0.0025818174 46.6771109769
21922479 0.0025818174 46.6771109821
21923595 0.0025818174 46.6771138634
21925185 0.0025818174 46.6771179685
21926360 0.0025818174 46.6771210021
21926777 0.0025818174 46.6771220788
21929046 0.0025818174 46.6771279369
21930282 0.0025881284 46.6771311280
21930310 0.0025881284 46.6771312005
21930402 0.0025881284 46.6771314386
21931485 0.0025886805 46.6771342415
21932372 0.0063516491 46.6771365377
21933339 0.1921769333 46.6771426798
21933572 1.3811247661 46.6771874570
21933891 0.0768593713 46.6776280358
21936499 0.0043405864 46.6778284850
21938905 0.0042777789 46.6778389285
21940087 0.0042798534 46.6778439848
21942950 0.0042798534 46.6778562380
21952111 0.0042798534 46.6778954458
21953543 0.0054658511 46.6779015745
21956713 0.0587686471 46.6779189013
21963827 0.0594615832 46.6783369814
21965039 0.0629562952 46.6784090489
21965542 0.0733668977 46.6784407159
21965814 0.1098210047 46.6784606717
21966026 0.1819117145 46.6784839537
21966557 0.2086679259 46.6785805488
21966839 0.2113187386 46.6786393932
21968107 0.1656703556 46.6789073454
21969813 0.1656703556 46.6791899790
21970390 0.0839380365 46.6792855708
21970901 0.0235139747 46.6793284631
21971093 0.0040481413 46.6793329778
21972607 0.0040481413 46.6793391067
21973151 0.0040481413 46.6793413089
21973194 0.0040334880 46.6793414829
21973534 0.0040334880 46.6793428543
21974995 0.0040334880 46.6793487473
21976580 0.0040334880 46.6793551403
21977248 0.0040662426 46.6793578347
21977531 0.0040662426 46.6793589854
21978001 0.0040698375 46.6793608966
21978206 0.0040698375 46.6793617309
21978862 0.0040787434 46.6793644007
21979470 0.0040843681 46.6793668806
21980993 0.0320966021 46.6793731011
21981229 0.6527504636 46.6793806759
21982207 0.1202217117 46.6800190658
21982298 0.0091460404 46.6800300060
21982735 0.0161014858 46.6800340028
21982940 0.0269697529 46.6800373036
21983220 0.0454562958 46.6800448552
21983276 0.0647745033 46.6800474007
21984834 0.1250856369 46.6801483194
21985112 0.1250856369 46.6801830932
21993023 0.0360914209 46.6811726457
21993312 0.0049129168 46.6811830761
21995056 0.0047732607 46.6811916442
21995377 0.0047732607 46.6811931764
21995711 0.0047732607 46.6811947707
21996860 0.0047732607 46.6812002552
22000148 0.0047732607 46.6812159497
22000169 0.0047732607 46.6812160499
22000908 0.0047732607 46.6812195773
22006693 0.0211148150 46.6812471907
22007236 0.0524891111 46.6812586560
22007999 0.0615356148 46.6812987052
22009156 0.3653966522 46.6813699019
22011797 0.0998440061 46.6823349145
22013472 0.1249564674 46.6825021532
22015006 0.1031479294 46.6826938364
22018233 0.1014679252 46.6830266948
22020969 0.1014679252 46.6833043110
22024612 0.1014906799 46.6836739587
22025027 0.1014593305 46.6837160773
22025736 0.1014851195 46.6837880119
22025873 0.1014851195 46.6838019154
22026571 0.1014453453 46.6838727520
22030433 0.1015942841 46.6842645339
22032054 0.1065000405 46.6844292183
22032569 0.1063239386 46.6844840658
22035508 0.1167781454 46.6847965519
22036849 0.5340727073 46.6849531514
22038837 0.5601597945 46.6860148879
22039093 11.9205309548 46.6861582888
22039646 11.9383215656 46.6927503424
22039966 11.9491127461 46.6965706053
22040448 11.9505296359 46.7023300777
22040853 0.8408441151 46.7071700422
22041044 0.8413666728 46.7073306434
22042146 0.8409409304 46.7082578295
22042829 0.8414587836 46.7088321921
22044989 0.5779377080 46.7106497431
22045087 0.3775860575 46.7107063810
22048218 0.3780284515 46.7118886029
22049471 0.3862384829 46.7123622726
22049890 0.4343288373 46.7125241065
22050720 0.5302833770 46.7128845994
22051257 0.8247515038 46.7131693616
22052167 1.9576807073 46.7139198855
22054627 1.9576554860 46.7187357800
22055515 3.3538155851 46.7204741781
22058022 0.3442354136 46.7288821938
22061516 0.0031389784 46.7300849523
22064765 0.0031361354 46.7300951508
22079855 0.0031361354 46.7301424751
22084849 0.0031361354 46.7301581370
22085570 0.0055041711 46.7301603981
22085647 0.0055041711 46.7301608220
22086032 0.0084218183 46.7301629411
22090017 0.0120193827 46.7301965020
22091141 0.0158147179 46.7302100118
22091772 0.0184796016 46.7302199909
22092625 0.0205441574 46.7302357540
22094835 0.0210709888 46.7302811566
22097950 0.0211358417 46.7303467927
22102598 0.0339686545 46.7304450321
22103284 0.0599442875 46.7304683346
22103490 0.0938729397 46.7304806831
22103610 0.1333045242 46.7304919479
22106272 0.5413153383 46.7308468045
22106369 1.0183119000 46.7308993121
22107431 1.0099204394 46.7319807593
22107473 0.0557691318 46.7320231760
22107730 0.0472055695 46.7320375087
22107940 0.0438677715 46.7320474218
22108690 0.0408958209 46.7320803227
22108772 0.0384865012 46.7320836761
22110306 0.0377472169 46.7321427144
22110635 0.0373317750 46.7321551332
22110795 0.0373349190 46.7321611063
22120347 0.0379373934 46.7325177295
22120480 0.0385301926 46.7325227752
22123296 0.0390527701 46.7326312762
22127107 0.0392455989 46.7327801063
22127461 0.0392455989 46.7327939992
22128822 0.0394406741 46.7328474125
22128988 0.0395940584 46.7328539596
22129807 0.0398672000 46.7328863872
22130417 0.0399637391 46.7329107062
22131173 0.0411477698 46.7329409187
22131508 0.0435733163 46.7329547032
22131831 0.0418406716 46.7329687774
22135008 1.0452191701 46.7331017052
22135915 1.0453683717 46.7340497190
22136019 0.4545250447 46.7341584373
22136159 0.0646985571 46.7342220708
22138038 0.0401560676 46.7343436394
22138570 0.0401903631 46.7343650025
22138706 0.0402076892 46.7343704684
22139061 0.0402251663 46.7343847421
22139287 0.0402406016 46.7343938330
22140172 0.0402543054 46.7344294459
22142893 0.0402604052 46.7345389779
22144387 0.0402604052 46.7345991269
22144863 0.0402780169 46.7346182909
22145039 0.0402780169 46.7346253798
22145801 0.0403007616 46.7346560716
22145892 0.0403068925 46.7346597390
22146573 0.0403071813 46.7346871880
22146670 0.0403071813 46.7346910978
22147129 0.0403071813 46.7347095988
22148503 0.0403219610 46.7347649809
22148622 0.0403219610 46.7347697792
22149350 0.0403243439 46.7347991336
22149427 0.0403284623 46.7348022385
22150320 0.0403393070 46.7348382519
22151451 0.0403393070 46.7348838756
22152769 0.0403393070 46.7349370428
22153333 0.0403393070 46.7349597942
22155196 0.0403474836 46.7350349463
22157946 0.0404049516 46.7351459019
22158009 0.0404506814 46.7351484474
22159199 0.0405320072 46.7351965837
22159548 0.0405963160 46.7352107294
22159715 0.0406376721 46.7352175090
22160766 0.0408057719 46.7352602192
22161346 0.0409855233 46.7352838865
22164653 0.0417060987 46.7354194256
22164805 0.0424580334 46.7354257650
22165184 0.0430670243 46.7354418566
22165737 0.0435209721 46.7354656726
22166454 0.0444109251 46.7354968772
22167693 0.0479197035 46.7355519023
22171685 0.1077916402 46.7357431978
22172192 0.1615053570 46.7357978481
22172943 0.1693899722 46.7359191386
22173129 0.1834621955 46.7359506452
22173582 0.1834621955 46.7360337536
22174312 0.2047670980 46.7361676810
22174696 0.1834218409 46.7362463115
22175498 0.1396319832 46.7363934158
22176091 0.0530839558 46.7364762176
22177588 0.0302645651 46.7365556843
22178841 0.0195306620 46.7365936058
22181625 0.0160794174 46.7366479792
22184722 0.0159556470 46.7366977771
22185706 0.0158221211 46.7367134775
22185971 0.0156376028 46.7367176703
22186498 0.0156555875 46.7367259113
22187224 0.0157268579 46.7367372773
22190589 0.0179613042 46.7367901982
22191304 0.0222330210 46.7368030405
22191643 0.0271543751 46.7368105775
22192194 0.0316346279 46.7368255396
22193283 0.0459821037 46.7368599897
22193796 0.0625708914 46.7368835785
22196553 0.1427253801 46.7370560864
22198142 0.1237354691 46.7372828771
22198163 0.0800985138 46.7372854755
22198825 0.1191118684 46.7373385007
22200461 0.4202602531 46.7375333677
22201073 0.4198352776 46.7377905670
22202943 0.4328256376 46.7385756590
22203207 0.0631799750 46.7386899250
22203416 0.0588666030 46.7387031296
22203958 0.0587557752 46.7387350353
22204413 0.0586804253 46.7387617692
22206517 0.0586804253 46.7388852328
22207505 0.0586804253 46.7389432090
22207563 0.0579863987 46.7389466125
22208479 0.0568592125 46.7389997280
22209003 0.0561908797 46.7390295223
22212166 0.0561713499 46.7392072540
22212453 0.0561135573 46.7392233752
22212906 0.0560615020 46.7392487946
22214488 0.0561910048 46.7393374839
22216676 0.0627177935 46.7394604298
22219015 0.0801674965 46.7396071268
22220594 0.0989761944 46.7397337112
22222293 0.1283936020 46.7399018718
22224578 0.1828889465 46.7401952512
22224715 0.1901763057 46.7402203070
22224945 0.2303704780 46.7402640475
22225774 0.2604626413 46.7404550246
22227840 0.2671728337 46.7409931405
22230350 0.2788489157 46.7416637443
22231631 0.2787446676 46.7420209497
22232554 0.2647645784 46.7422782311
22232625 0.2521461394 46.7422970293
22234669 0.2520732749 46.7428124161
22235053 0.2512574059 46.7429092122
22236138 0.2510370328 46.7431818265
22236668 0.2510526592 46.7433148761
22237903 0.2513622871 46.7436249261
22238811 0.2612620001 46.7438531631
22238824 0.2743895921 46.7438565595
22238939 0.3110858898 46.7438881143
22239496 0.2543477569 46.7440613891
22240206 0.2550536717 46.7442419761
22241479 0.2550376367 46.7445666594
22241603 0.2550504346 46.7445982840
22242156 0.2550504346 46.7447393269
22244565 0.2550193606 46.7453537434
22247624 0.2550402098 46.7461338477
22248325 0.2550685231 46.7463126308
22248576 0.2553601039 46.7463766530
22248683 0.2550238101 46.7464039766
22250426 0.2550182020 46.7468484831
22250471 0.2550505064 46.7468599589
22251265 0.2550388385 46.7470624690
22251470 0.2550388385 46.7471147520
22252878 0.2550388385 46.7474738466
22253909 0.2549940290 46.7477367917
22254715 0.2549887805 46.7479423169
22256971 0.2549887805 46.7485175716
22257278 0.2549887805 46.7485958531
22257645 0.2549887805 46.7486894340
22258298 0.2550794055 46.7488559417
22258648 0.2553874227 46.7489452195
22261987 0.2555801212 46.7497979581
22262091 0.2561519939 46.7498245384
22262603 0.2567294566 46.7499556882
22263502 0.2567332468 46.7501864880
22263598 0.3785539893 46.7502111344
22263628 0.4653731906 46.7502224910
22263884 0.2462581367 46.7503416265
22268285 0.2454352867 46.7514254086
22268683 0.2448028092 46.7515230919
22268732 0.2444036471 46.7515350872
22268793 0.2438628482 46.7515499958
22269005 0.2437871696 46.7516016947
22269648 0.2448264809 46.7517584499
22269699 0.2458945086 46.7517709360
22270155 0.2623793195 46.7518830639
22270411 0.2993125436 46.7519502330
22270647 0.6834724931 46.7520208708
22270842 0.6345771605 46.7521541479
22271129 0.2089894664 46.7523362716
22271922 0.2043256858 46.7525020002
22274063 0.9006412519 46.7529394615
22274417 0.9009964829 46.7532582885
22275898 1.4309872780 46.7545926643
22276962 17.6787588353 46.7561152348
22278529 17.6987356904 46.7838178499
22281187 17.6277369916 46.8308610893
22281417 18.5427134055 46.8349154688
22281682 19.0495124553 46.8398292879
22282351 3.3695147284 46.8525734117
22286729 4.0733809356 46.8673251472
22286916 4.0509935364 46.8680868694
22287470 2.4207749384 46.8703311199
22288011 0.7788674261 46.8716407591
22288760 0.7744516495 46.8722241308
22289673 0.7700154808 46.8729312052
22289786 0.7668631369 46.8730182169
22289943 0.7614863113 46.8731386144
22291044 0.7521028631 46.8739770109
22291237 0.7523872861 46.8741221667
22292065 0.7528312512 46.8747451434
22292162 0.7524007026 46.8748181680
22292183 0.7491020172 46.8748339684
22293106 0.7547796406 46.8755253896
22293152 0.7592839437 46.8755601095
22293455 0.7594595734 46.8757901725
22293487 0.7600905902 46.8758144752
22293877 0.7593537261 46.8761109105
22294264 0.7627277377 46.8764047804
22296024 0.8996117958 46.8777471812
22296873 1.5049883509 46.8785109517
22301285 1.6322545090 46.8851509603
22301872 2.0653123138 46.8861090937
22302013 2.4520636513 46.8864003027
22302832 2.5942800616 46.8884085428
22303148 2.5756068345 46.8892283353
22303442 2.5657538027 46.8899855637
22305227 2.5613314032 46.8945654343
22306656 2.4452474583 46.8982255768
22309405 2.4314521908 46.9049475621
22312729 2.4330200131 46.9130297092
22312937 2.4352806380 46.9135357773
22313077 2.4354990902 46.9138767166
22313254 2.4370228750 46.9143078000
22313946 2.4373485624 46.9159942198
22314811 2.4427907924 46.9181025263
22315098 2.4408961103 46.9188036073
22315212 2.4394435930 46.9190818694
22316131 3.0451300272 46.9213237181
22316209 3.8774197699 46.9215612382
22317693 18.7865940633 46.9273153292
22319281 18.7870870111 46.9571484405
22319537 18.7862193569 46.9619579348
22319599 18.7783272674 46.9631226804
22319667 17.9681696295 46.9643996067
22319749 1.0908166460 46.9658729966
22320274 1.0861792485 46.9664456753
22320465 1.0844734659 46.9666531356
22320663 1.0853560113 46.9668678613
22320989 1.0898413963 46.9672216874
22321225 1.0995195399 46.9674788899
22321403 1.1191003050 46.9676746044
22321725 1.2373954081 46.9680349547
22321929 1.6901390878 46.9682873834
22323267 2.7139229426 46.9705487895
22327297 2.5691356744 46.9814858989
22328466 2.5228489454 46.9844892185
22328825 1.7996966201 46.9853949213
22329106 1.3446010057 46.9859006361
22329374 0.9255612492 46.9862609891
22330885 0.8966649243 46.9876595122
22332158 0.8760132518 46.9888009666
22332280 0.8609816545 46.9889078402
22332647 0.8352692203 46.9892238205
22333288 0.8334971706 46.9897592281
22334745 0.8285966610 46.9909736335
22336570 1.4198988918 46.9924858224
22336707 8.6250061551 46.9926803485
22336770 10.8262479173 46.9932237239
22337627 11.4798408914 47.0025018184
22338761 9.6968386070 47.0155199579
22339230 1.1638137077 47.0200677752
22341234 0.7222099443 47.0224000579
22341647 0.6921432105 47.0226983306
22342076 0.6932917393 47.0229952601
22342185 0.6938487711 47.0230708289
22342619 0.6951897118 47.0233719592
22342829 1.0648935798 47.0235179491
22343875 1.0662169879 47.0246318277
22345822 20.8240496213 47.0267077522
22347406 35.8045784091 47.0596930468
22348386 35.8045784091 47.0947815337
22350227 0.3417700571 47.1606977625
22352034 0.3414031300 47.1613153410
22353902 0.3397407224 47.1619530820
22355558 0.3396213856 47.1625156927
22356899 0.3393782357 47.1629711250
22357476 0.3393672365 47.1631669462
22358315 0.3395943072 47.1634516753
22358540 0.3397316907 47.1635280840
22359081 0.3398807809 47.1637118789
22360961 0.3405142957 47.1643508547
22361629 0.3413107407 47.1645783183
22362795 0.3447702801 47.1649762866
22364136 0.3619523121 47.1654386236
22364157 0.3811012145 47.1654462246
22365762 0.4047353745 47.1660578920
22365939 0.4280680111 47.1661295302
22366810 0.4606950599 47.1665023774
22367298 0.4933012438 47.1667271966
22368804 0.5129941970 47.1674701083
22369527 0.5457508102 47.1678410031
22369770 0.5902841259 47.1679736205
22370101 0.5959850139 47.1681690046
22373077 7.4085193013 47.1699426560
22374336 7.4150837342 47.1792699818
22375085 5.7414759693 47.1848238795
22375203 4.2938533478 47.1855013737
22375249 3.1112341100 47.1856988909
22375349 0.2529915617 47.1860100143
22376770 0.2460735537 47.1863695153
22377065 0.2410300087 47.1864421070
22377465 0.2385493185 47.1865385190
22377573 0.2357575656 47.1865642824
22379682 0.2356189439 47.1870614951
22379855 0.2356246246 47.1871022571
22381311 0.2355637304 47.1874453266
22383937 0.9132833755 47.1880639170
22384005 2.1546624694 47.1881260202
22385657 0.2254676304 47.1916855226
22388491 0.2253492240 47.1923244979
22390252 0.2252391732 47.1927213379
22390915 0.2253610042 47.1928706714
22393628 0.2244799605 47.1934820758
22393691 0.2240254133 47.1934962181
22395374 0.1923621752 47.1938732529
22397452 0.1637160884 47.1942729815
22397896 0.1475137702 47.1943456714
22398109 0.1339526036 47.1943770918
22399877 0.1329554494 47.1946139200
22401124 0.1327477326 47.1947797155
22402934 0.1329312140 47.1950199889
22407464 0.3826235518 47.1956221673
22408220 0.3828809213 47.1959114307
22410016 18.3870450286 47.1965990848
22410423 18.3979369136 47.2040826121
22412522 0.5118167711 47.2426998817
22413013 0.2764001451 47.2429511838
22413327 0.2745279278 47.2430379734
22414195 0.3392721580 47.2432762636
22414326 0.4742814953 47.2433207083
22418222 0.2514549239 47.2451685090
22418693 0.2171581045 47.2452869443
22418818 0.1892234805 47.2453140890
22422381 0.1897294802 47.2459882923
22423217 0.1906325163 47.2461469061
22423935 1.4861693524 47.2462837803
22423955 2.7690866036 47.2463135037
22424403 2.7550302926 47.2475540545
22424510 2.7370967379 47.2478488427
22424601 2.4026654202 47.2480979185
22424814 0.0194252458 47.2486096863
22426210 0.0134471691 47.2486368039
22426509 0.0119132679 47.2486408246
22426763 0.0117127073 47.2486438506
22426878 0.0113433387 47.2486451975
22426936 0.0110358774 47.2486458554
22427260 0.0110189441 47.2486494311
22427942 0.0110237867 47.2486569460
22428270 0.0110243056 47.2486605618
22428603 0.0110243056 47.2486642329
22428717 0.0110269914 47.2486654897
22429496 0.0121652413 47.2486740797
22429507 0.0121627743 47.2486742135
22429656 0.0194686419 47.2486760258
22429712 0.0265688748 47.2486771160
22430342 0.3361365201 47.2486938544
22430481 1.2396439762 47.2487405774
22433854 1.1628484496 47.2529218965
22434295 0.5533342541 47.2534347127
22434746 0.2802417848 47.2536842664
22435266 0.2656110238 47.2538299921
22435453 0.2592599477 47.2538796614
22438804 0.3984306737 47.2547484415
22439131 0.5069178003 47.2548787283
22440540 0.5068155607 47.2555929755
22442202 0.4292827628 47.2564353030
22442409 0.4229574761 47.2565241645
22442676 0.3777606004 47.2566370941
22443264 0.3249676641 47.2568592174
22443605 0.2542516799 47.2569700313
22446713 0.4488490401 47.2577602456
22448157 0.6348980739 47.2584083836
22448482 0.9762662031 47.2586147254
22448774 2.1452728903 47.2588997952
22449713 2.2245932142 47.2609142064
22450223 2.2243620498 47.2620487490
22450928 2.2181179842 47.2636169242
22452475 2.2160287352 47.2670483527
22453658 2.2145113955 47.2696699147
22453980 2.2136606884 47.2703829874
22454126 2.2106932478 47.2707061819
22455595 2.2097038125 47.2739536902
22457050 2.2030585796 47.2771688093
22457435 2.1968968799 47.2780169868
22459763 2.1950714120 47.2831313628
22459974 2.2007619956 47.2835945228
22460045 2.2052679964 47.2837507769
22461691 5.9138988637 47.2873806481
22461800 8.0736358613 47.2880252630
22461813 8.0720677711 47.2881302203
22463097 5.3966053574 47.2984947553
22463148 1.1532370753 47.2987699822
22465011 0.9964094335 47.3009184629
22465708 0.9524829503 47.3016129602
22466472 0.9505428915 47.3023406572
22466896 0.9516000705 47.3027436874
22467497 0.9538751425 47.3033155990
22468284 1.1287139179 47.3040662988
22468743 1.5810240740 47.3045843785
22468967 2.0211653564 47.3049385279
22470337 2.1746852646 47.3077075244
22471221 2.3691400103 47.3096299462
22471555 2.4911062270 47.3104212389
22472862 2.5772599087 47.3136771148
22475738 4.9682561059 47.3210893143
22478975 2.1265467727 47.3371715593
22479745 2.1328873789 47.3388090003
22484188 1.4997694205 47.3482854189
22485355 1.1637201891 47.3500356498
22485396 0.9119511216 47.3500833624
22485800 0.7602494277 47.3504517906
22486371 0.7532362071 47.3508858930
22486595 0.7505181768 47.3510546180
22487439 0.7501582951 47.3516880553
22487474 0.7501801031 47.3517143108
22487828 0.7502229805 47.3519798746
22488508 0.7506198880 47.3524900262
22488581 0.7520329563 47.3525448215
22493752 0.7765153579 47.3564335839
22494325 0.7769586275 47.3568785272
22494799 0.7919835848 47.3572468056
22496778 0.7563090954 47.3588141411
22496848 0.6696993604 47.3588670827
22497381 0.6102251463 47.3592240325
22497608 0.5717541355 47.3593625536
22498390 2.5535893726 47.3598096653
22499430 2.5537707502 47.3624653983
22501448 2.5561725475 47.3676189077
22501806 2.5637310320 47.3685340174
22504209 2.6046183468 47.3746946631
22504322 2.6166652057 47.3749889850
22504496 2.6482987572 47.3754442847
22507008 2.5367671770 47.3820968112
22508430 2.5296717555 47.3857040941
22509393 2.4431655807 47.3881401680
22510532 1.8683088674 47.3909229336
22510903 1.0787821923 47.3916160762
22512831 0.9016765659 47.3936959683
22514537 0.9160573211 47.3952342285
22514980 1.0909610583 47.3956400419
22515205 1.3994206659 47.3958855081
22515416 1.5158817639 47.3961807859
22515533 2.1112960463 47.3963581441
22515919 2.3460151987 47.3971731043
22516999 2.3578561918 47.3997068007
22517723 1.6442171890 47.4014138886
22518888 1.4105318471 47.4033294017
22519117 0.8749974205 47.4036524134
22519700 0.4030480115 47.4041625369
22520993 0.3571335616 47.4046836780
22521530 0.3455037032 47.4048754587
22522395 0.3445836313 47.4051743194
22522490 0.3439133960 47.4052070549
22523384 0.3438954749 47.4055145135
22523911 0.3438751983 47.4056957464
22524745 0.3437750018 47.4059825383
22525080 0.3441917497 47.4060977029
22528817 0.3443876267 47.4073839475
22530688 0.3443884213 47.4080282967
22531312 0.3444736358 47.4082431951
22532399 0.3444360092 47.4086176380
22532492 0.3444360092 47.4086496705
22535143 0.3444594868 47.4095627704
22535468 0.3444089293 47.4096747197
22537030 0.3444556722 47.4102126864
22540160 0.3462443257 47.4112908327
22540679 0.3609000516 47.4114705335
22541372 0.3776257974 47.4117206372
22542146 0.3361194932 47.4120129196
22543855 0.3160824872 47.4125873478
22544736 0.2956512563 47.4128658165
22545928 0.2885865510 47.4132182328
22547282 0.3150638711 47.4136089790
22547307 0.3430031313 47.4136168556
22547923 0.3556411305 47.4138281455
22548376 0.3551410970 47.4139892509
22548826 0.4883317800 47.4141490644
22548993 0.7182243686 47.4142306158
22549985 0.7334691337 47.4149430944
22550010 0.7453325657 47.4149614311
22550466 0.7516621836 47.4153013028
22550900 0.7692487468 47.4156275242
22552526 0.7705577834 47.4168783226
22553418 1.6496191448 47.4175656602
22553972 1.6489913865 47.4184795492
22554822 3.4849357065 47.4198811919
22555039 6.4541287469 47.4206374229
